ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0048511,rhythmic process,49/972,398/18112,4.981913977513184e-8,1.8636611080153395e-4,1.5276411469563944e-4,29657/192649/54239/25335/25232/117560/50662/307829/25664/24356/365564/24596/25267/245980/317675/314330/259241/316259/29152/78975/297417/25737/24329/24482/84023/25289/25553/64462/315606/300807/59329/24790/24324/25523/60391/24922/498941/116671/25229/25426/302817/64558/116554/295327/25620/171052/63840/25587/291023,49
BP,GO:0007264,small GTPase mediated signal transduction,52/972,444/18112,1.0015603253473801e-7,1.8636611080153395e-4,1.5276411469563944e-4,192248/317580/361503/315530/81754/315992/171337/306380/79121/83841/680419/306934/317219/83722/313845/312915/307016/78965/689710/302373/304883/24596/313210/24592/295378/306141/690538/24525/310533/116546/24482/100361238/316258/498282/295588/29492/114523/311193/24718/298298/60336/362842/309722/24917/24326/302495/299909/25597/362111/84009/303351/81757,52
BP,GO:0060537,muscle tissue development,55/972,487/18112,1.4493450027705093e-7,1.8636611080153395e-4,1.5276411469563944e-4,246334/29657/679869/681740/307562/24404/64619/85489/25639/289144/306934/686117/100360552/689710/60445/29619/502935/170899/24596/25267/64444/311332/24592/259241/83840/364069/81649/29152/24914/117041/24705/366980/29317/24482/313575/113984/59329/307403/25271/25675/79558/499497/114634/24205/24660/81507/24326/301285/114503/311098/303181/25587/84399/304514/308831,55
BP,GO:0032409,regulation of transporter activity,40/972,305/18112,1.5849099062436223e-7,1.8636611080153395e-4,1.5276411469563944e-4,681024/63847/317420/85489/25639/79246/114507/54348/362524/499561/282819/81648/65144/24418/192249/117087/315606/307206/25592/116477/60391/24718/499497/361833/25398/24954/24242/24244/50663/116600/312981/361110/24326/316395/306811/170538/59076/59312/691246/307757,40
BP,GO:0045598,regulation of fat cell differentiation,26/972,154/18112,1.8404978560356844e-7,1.8636611080153395e-4,1.5276411469563944e-4,307271/29657/679869/498795/81925/25664/29344/362489/306873/84402/25159/291403/81649/24482/316216/300807/298765/498678/313977/100366024/25187/114634/303181/25587/685474/291023,26
BP,GO:0014033,neural crest cell differentiation,20/972,98/18112,2.0483543960600909e-7,1.8636611080153395e-4,1.5276411469563944e-4,297900/29751/85489/296201/311384/311071/361324/24716/84402/64444/500262/301346/363142/353252/114502/79558/499497/114634/81507/24326,20
BP,GO:0045165,cell fate commitment,37/972,280/18112,3.803658168818825e-7,2.966309991940281e-4,2.4314813346840345e-4,307376/679869/303496/312937/50662/25664/100360552/502935/680427/84402/64444/25159/311332/306141/24705/291100/501145/113984/29492/317268/114502/79558/499497/114634/24205/293976/81507/361060/24326/114503/25094/303181/312563/25587/84399/304514/308831,37
BP,GO:0006836,neurotransmitter transport,35/972,260/18112,5.012708505646742e-7,3.4205469665406956e-4,2.8038189286189874e-4,116638/56768/81531/171337/54239/298771/29316/25012/79212/362876/100188944/25716/24592/29464/25248/84023/25400/117559/81802/25553/60391/25187/499073/499497/25398/362842/24242/24244/50663/116600/289727/303351/116508/63840/25505,35
BP,GO:0007409,axonogenesis,53/972,493/18112,1.1380535359047515e-6,5.391489927890111e-4,4.419398903493191e-4,29456/307833/29751/307940/54239/362750/309349/25473/84394/25012/29227/311384/315615/311071/361324/680427/306534/24716/24596/84407/64444/299236/65172/366889/306147/360921/312652/301346/81735/288289/363142/114523/25592/366205/307403/24324/317268/499073/116671/316539/24718/499497/361833/25398/24205/24660/24326/84009/303181/307350/116690/29477/299331,53
BP,GO:0032411,positive regulation of transporter activity,23/972,138/18112,1.1713452439652415e-6,5.391489927890111e-4,4.419398903493191e-4,681024/317420/79246/54348/499561/65144/192249/117087/315606/116477/24718/361833/24242/24244/50663/116600/312981/361110/24326/306811/170538/59312/691246,23
BP,GO:0007269,neurotransmitter secretion,29/972,202/18112,1.2589009851540232e-6,5.391489927890111e-4,4.419398903493191e-4,56768/81531/171337/54239/298771/29316/25012/362876/100188944/25716/24592/25248/84023/25400/117559/81802/60391/25187/499073/499497/25398/362842/24242/24244/50663/116600/303351/116508/25505,29
BP,GO:0099643,signal release from synapse,29/972,202/18112,1.2589009851540232e-6,5.391489927890111e-4,4.419398903493191e-4,56768/81531/171337/54239/298771/29316/25012/362876/100188944/25716/24592/25248/84023/25400/117559/81802/60391/25187/499073/499497/25398/362842/24242/24244/50663/116600/303351/116508/25505,29
BP,GO:0050767,regulation of neurogenesis,50/972,457/18112,1.3735051496169856e-6,5.391489927890111e-4,4.419398903493191e-4,303356/29456/29657/307833/29751/307940/307505/295568/84394/25664/311384/362860/311071/361324/25478/499022/192352/114111/311332/24592/289820/310533/65172/306147/360921/24418/312652/246216/301346/24329/24482/313575/288289/171116/363142/114523/116671/316539/24718/81507/116554/114503/84009/303181/63840/25587/59312/29477/291023/308831,50
BP,GO:0001667,ameboidal-type cell migration,50/972,458/18112,1.4640442758653575e-6,5.391489927890111e-4,4.419398903493191e-4,192248/360468/29751/81531/24404/79121/85489/296201/83722/29316/25664/311384/192270/362860/311071/24356/361324/24716/306873/64444/114111/25159/311332/24592/81745/312652/81526/25433/301346/245921/24482/25317/292401/113984/363142/24790/24324/307618/114502/79558/499497/25426/24660/362842/65157/24326/207122/361920/679819/305471,50
BP,GO:0007611,learning or memory,41/972,345/18112,1.5480207439305178e-6,5.391489927890111e-4,4.419398903493191e-4,116638/54239/83722/310392/25012/79212/60445/29619/680427/170899/304883/24592/289820/83840/81648/24525/24418/288475/315346/24329/24482/25248/25553/315606/307206/60391/499073/24922/25675/296078/24718/499497/361309/301164/291130/83532/84009/116508/59312/29477/685474,41
BP,GO:0048762,mesenchymal cell differentiation,32/972,239/18112,1.7250620891017554e-6,5.391489927890111e-4,4.419398903493191e-4,297900/679869/83837/29751/498576/685611/83841/85489/296201/311384/311071/361324/24716/170909/84402/64444/303946/306141/500262/301346/313575/29748/363142/353252/114502/79558/316539/499497/114634/81507/24326/679819,32
BP,GO:0001505,regulation of neurotransmitter levels,35/972,274/18112,1.7339644230928584e-6,5.391489927890111e-4,4.419398903493191e-4,116638/56768/81531/171337/54239/298771/29316/25012/79212/362876/100188944/291133/25716/24592/25248/84023/25400/117559/81802/25553/60391/25187/499073/499497/25398/362842/24242/24244/50663/116600/289727/303351/116508/63840/25505,35
BP,GO:0050890,cognition,44/972,385/18112,1.8682217080815055e-6,5.391489927890111e-4,4.419398903493191e-4,116638/54239/83722/310392/25012/79212/60445/298504/29619/680427/170899/304883/24592/289820/83840/81648/24525/24418/288475/315346/24329/24482/499529/25248/25553/315606/307206/60391/499073/24922/25675/296078/24718/499497/25229/361309/301164/291130/83532/84009/116508/59312/29477/685474,44
BP,GO:0051588,regulation of neurotransmitter transport,24/972,152/18112,1.876503180617551e-6,5.391489927890111e-4,4.419398903493191e-4,81531/171337/54239/298771/29316/362876/100188944/25716/24592/25248/84023/25400/25187/499497/25398/24242/24244/50663/116600/289727/303351/116508/63840/25505,24
BP,GO:0007416,synapse assembly,28/972,196/18112,2.1104601666318363e-6,5.637653669068449e-4,4.621179076023175e-4,29456/25513/56768/54239/309349/79121/83841/25012/299236/24397/306147/312652/113970/114523/25592/366205/60391/24922/499497/114634/171447/25398/363058/303181/116508/59312/29477/29138,28
BP,GO:0014031,mesenchymal cell development,18/972,94/18112,2.1890920802876575e-6,5.637653669068449e-4,4.621179076023175e-4,297900/29751/85489/296201/311384/311071/361324/24716/64444/500262/301346/313575/363142/353252/114502/79558/81507/24326,18
BP,GO:0050673,epithelial cell proliferation,50/972,465/18112,2.2719981813428447e-6,5.637653669068449e-4,4.621179076023175e-4,246334/192248/679869/688041/364081/24404/85489/296201/117560/29316/25664/295965/29227/100360552/29263/502935/29344/286758/24596/306873/84402/64444/114111/25159/311332/24592/362264/24373/81745/310131/81526/25325/24329/24482/25317/307151/113984/499745/29492/24790/499497/114634/24205/81507/89811/24326/303181/25587/683206/84399,50
